"Population by Caste Ethinicity","Number"
"Badi",""
"Female","284"
"Male","233"
"","517"
"Bangali",""
"Female","23"
"Male","20"
"","43"
"Brahman - Hill",""
"Female","1360"
"Male","1105"
"","2465"
"Chhetri",""
"Female","5603"
"Male","4884"
"","10487"
"Dalit Others",""
"Female","15"
"Male","7"
"","22"
"Damai/Dholi",""
"Female","879"
"Male","708"
"","1587"
"Kami",""
"Female","1370"
"Male","1118"
"","2488"
"Kumal",""
"Female","192"
"Male","160"
"","352"
"Lohar",""
"Female","528"
"Male","474"
"","1002"
"Magar",""
"Female","51"
"Male","39"
"","90"
"Others",""
"Female","32"
"Male","35"
"","67"
"Sanyasi/Dasnami",""
"Female","196"
"Male","180"
"","376"
"Sarki",""
"Female","526"
"Male","440"
"","966"
"Teli",""
"Female","109"
"Male","97"
"","206"
"Terai Others",""
"Female","11"
"Male","13"
"","24"
"Thakuri",""
"Female","523"
"Male","462"
"","985"
