"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","15"
"Christianity","0"
"Hindu","21684"
"Islam","1"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","21700"
