"Population by Caste Ethinicity","Number"
"Badi",""
"Female","35"
"Male","31"
"","66"
"Bangali",""
"Female","2"
"Male","9"
"","11"
"Brahman - Hill",""
"Female","9843"
"Male","7860"
"","17703"
"Chhetri",""
"Female","2607"
"Male","2006"
"","4613"
"Damai/Dholi",""
"Female","768"
"Male","652"
"","1420"
"Dura",""
"Female","15"
"Male","11"
"","26"
"Gharti/Bhujel",""
"Female","336"
"Male","263"
"","599"
"Gurung",""
"Female","4081"
"Male","3151"
"","7232"
"Hajam/Thakur",""
"Female","1"
"Male","11"
"","12"
"Kalwar",""
"Female","7"
"Male","8"
"","15"
"Kami",""
"Female","1576"
"Male","1238"
"","2814"
"Kathabaniyan",""
"Female","9"
"Male","18"
"","27"
"Khawas",""
"Female","90"
"Male","68"
"","158"
"Kumal",""
"Female","128"
"Male","112"
"","240"
"Magar",""
"Female","5258"
"Male","4016"
"","9274"
"Majhi",""
"Female","119"
"Male","117"
"","236"
"Musalman",""
"Female","139"
"Male","154"
"","293"
"Newar",""
"Female","804"
"Male","652"
"","1456"
"Others",""
"Female","54"
"Male","50"
"","104"
"Rai",""
"Female","16"
"Male","6"
"","22"
"Sanyasi/Dasnami",""
"Female","261"
"Male","197"
"","458"
"Sarki",""
"Female","1718"
"Male","1322"
"","3040"
"Terai Others",""
"Female","13"
"Male","8"
"","21"
"Thakali",""
"Female","8"
"Male","10"
"","18"
"Thakuri",""
"Female","740"
"Male","546"
"","1286"
"Tharu",""
"Female","21"
"Male","52"
"","73"
"Undefined Others",""
"Female","10"
"Male","5"
"","15"
"Yadav",""
"Female","4"
"Male","7"
"","11"
