"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","486"
"Cow Dung","7"
"Electricity Fuel","68"
"KeroseneFuel","74"
"LP Gas","3386"
"Not Sated about Fuel","52"
"OthersFuel","8"
"Wood/FireWood","8101"
"Total","12182"
