"Population by Religion","Number"
"Bahai","1"
"Bon","2299"
"Buddism","5709"
"Christianity","63"
"Hindu","43000"
"Islam","288"
"Jainism","0"
"Kirat","1"
"Prakriti","7"
"Sikhism","0"
"Undefined","69"
"Total","51437"
