"Population by Five Years Age Group","Number"
"0-4",""
"Female","1929"
"Male","1946"
"10-14",""
"Female","2303"
"Male","2517"
"15-19",""
"Female","1600"
"Male","1838"
"20-24",""
"Female","1274"
"Male","1379"
"25-29",""
"Female","1447"
"Male","1387"
"30-34",""
"Female","1236"
"Male","1173"
"35-39",""
"Female","1118"
"Male","1189"
"40-44",""
"Female","878"
"Male","927"
"45-49",""
"Female","711"
"Male","780"
"50-54",""
"Female","591"
"Male","617"
"55-59",""
"Female","546"
"Male","560"
"5-9",""
"Female","2290"
"Male","2351"
"60-64",""
"Female","497"
"Male","540"
"65-69",""
"Female","348"
"Male","369"
"70-74",""
"Female","231"
"Male","254"
"75+",""
"Female","211"
"Male","246"
