"Population by Mother tongue","Number"
"Avadhi",""
"Female","6"
"Male","6"
"Bangla",""
"Female","20"
"Male","15"
"Bhojpuri",""
"Female","101"
"Male","88"
"Gurung",""
"Female","74"
"Male","77"
"Maithili",""
"Female","13985"
"Male","14758"
"Nepali",""
"Female","219"
"Male","210"
"Newar",""
"Female","19"
"Male","16"
"Not Reported",""
"Female","20"
"Male","27"
"Others",""
"Female","31"
"Male","22"
"Santhali",""
"Female","23"
"Male","26"
"Tamang",""
"Female","11"
"Male","6"
"Tharu",""
"Female","294"
"Male","269"
"Uranw/Urau",""
"Female","450"
"Male","469"
"Urdu",""
"Female","1957"
"Male","1874"
