"Population by Caste Ethinicity","Number"
"Badi",""
"Female","51"
"Male","41"
"","92"
"Brahman - Hill",""
"Female","310"
"Male","292"
"","602"
"Chhetri",""
"Female","8756"
"Male","8012"
"","16768"
"Damai/Dholi",""
"Female","958"
"Male","915"
"","1873"
"Gaine",""
"Female","37"
"Male","29"
"","66"
"Kami",""
"Female","2756"
"Male","2522"
"","5278"
"Kathabaniyan",""
"Female","5"
"Male","7"
"","12"
"Magar",""
"Female","4276"
"Male","4191"
"","8467"
"Majhi",""
"Female","15"
"Male","15"
"","30"
"Musalman",""
"Female","19"
"Male","31"
"","50"
"Newar",""
"Female","29"
"Male","15"
"","44"
"Others",""
"Female","21"
"Male","16"
"","37"
"Sanyasi/Dasnami",""
"Female","861"
"Male","803"
"","1664"
"Sarki",""
"Female","227"
"Male","180"
"","407"
"Tamang",""
"Female","9"
"Male","2"
"","11"
"Terai Others",""
"Female","19"
"Male","24"
"","43"
"Thakuri",""
"Female","313"
"Male","279"
"","592"
"Tharu",""
"Female","8"
"Male","8"
"","16"
