"Population by Single Year of Age","Number"
"0",""
"Female","372"
"Male","418"
"1",""
"Female","357"
"Male","393"
"10",""
"Female","716"
"Male","712"
"11",""
"Female","603"
"Male","719"
"12",""
"Female","678"
"Male","768"
"13",""
"Female","681"
"Male","695"
"14",""
"Female","732"
"Male","702"
"15",""
"Female","675"
"Male","667"
"16",""
"Female","685"
"Male","614"
"17",""
"Female","699"
"Male","611"
"18",""
"Female","679"
"Male","629"
"19",""
"Female","575"
"Male","438"
"2",""
"Female","408"
"Male","390"
"20",""
"Female","586"
"Male","405"
"21",""
"Female","592"
"Male","378"
"22",""
"Female","647"
"Male","356"
"23",""
"Female","543"
"Male","272"
"24",""
"Female","483"
"Male","265"
"25",""
"Female","594"
"Male","270"
"26",""
"Female","475"
"Male","242"
"27",""
"Female","416"
"Male","227"
"28",""
"Female","519"
"Male","230"
"29",""
"Female","353"
"Male","210"
"3",""
"Female","384"
"Male","443"
"30",""
"Female","671"
"Male","305"
"31",""
"Female","265"
"Male","163"
"32",""
"Female","413"
"Male","224"
"33",""
"Female","318"
"Male","167"
"34",""
"Female","291"
"Male","141"
"35",""
"Female","611"
"Male","279"
"36",""
"Female","334"
"Male","183"
"37",""
"Female","258"
"Male","157"
"38",""
"Female","342"
"Male","213"
"39",""
"Female","243"
"Male","138"
"4",""
"Female","459"
"Male","515"
"40",""
"Female","577"
"Male","320"
"41",""
"Female","227"
"Male","158"
"42",""
"Female","319"
"Male","206"
"43",""
"Female","235"
"Male","133"
"44",""
"Female","225"
"Male","135"
"45",""
"Female","445"
"Male","283"
"46",""
"Female","235"
"Male","163"
"47",""
"Female","208"
"Male","132"
"48",""
"Female","312"
"Male","222"
"49",""
"Female","198"
"Male","126"
"5",""
"Female","488"
"Male","542"
"50",""
"Female","498"
"Male","322"
"51",""
"Female","178"
"Male","158"
"52",""
"Female","228"
"Male","181"
"53",""
"Female","179"
"Male","145"
"54",""
"Female","169"
"Male","144"
"55",""
"Female","312"
"Male","221"
"56",""
"Female","208"
"Male","170"
"57",""
"Female","191"
"Male","140"
"58",""
"Female","222"
"Male","216"
"59",""
"Female","158"
"Male","129"
"6",""
"Female","500"
"Male","525"
"60",""
"Female","403"
"Male","259"
"61",""
"Female","172"
"Male","162"
"62",""
"Female","215"
"Male","160"
"63",""
"Female","146"
"Male","128"
"64",""
"Female","150"
"Male","104"
"65",""
"Female","233"
"Male","197"
"66",""
"Female","105"
"Male","83"
"67",""
"Female","129"
"Male","122"
"68",""
"Female","158"
"Male","152"
"69",""
"Female","76"
"Male","99"
"7",""
"Female","554"
"Male","604"
"70",""
"Female","196"
"Male","176"
"71",""
"Female","72"
"Male","80"
"72",""
"Female","116"
"Male","99"
"73",""
"Female","81"
"Male","86"
"74",""
"Female","58"
"Male","62"
"75",""
"Female","144"
"Male","100"
"76",""
"Female","56"
"Male","69"
"77",""
"Female","51"
"Male","56"
"78",""
"Female","65"
"Male","58"
"79",""
"Female","34"
"Male","45"
"8",""
"Female","598"
"Male","639"
"80",""
"Female","59"
"Male","73"
"81",""
"Female","30"
"Male","39"
"82",""
"Female","43"
"Male","27"
"83",""
"Female","30"
"Male","33"
"84",""
"Female","39"
"Male","18"
"85",""
"Female","127"
"Male","110"
"9",""
"Female","570"
"Male","608"
