"Population by Mother tongue","Number"
"Bangla",""
"Female","3"
"Male","8"
"Bhojpuri",""
"Female","9"
"Male","40"
"Bhujel",""
"Female","25"
"Male","13"
"Gurung",""
"Female","3824"
"Male","2950"
"Hindi",""
"Female","11"
"Male","42"
"Magar",""
"Female","3137"
"Male","2372"
"Maithili",""
"Female","23"
"Male","43"
"Nepali",""
"Female","21217"
"Male","16754"
"Newar",""
"Female","302"
"Male","241"
"Not Reported",""
"Female","29"
"Male","17"
"Others",""
"Female","15"
"Male","12"
"Rai",""
"Female","13"
"Male","4"
"Thakali",""
"Female","4"
"Male","7"
"Tharu",""
"Female","10"
"Male","29"
"Urdu",""
"Female","41"
"Male","48"
