"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","486"
"Cow Dung","7"
"Electricity","68"
"Kerosene","74"
"LP Gas","3386"
"Not stated","52"
"Others","8"
"Wood/Firewood","8101"
"Total","12182"
