"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","633"
"Cow Dung","31"
"Electricity Fuel","2"
"KeroseneFuel","20"
"LP Gas","39"
"Not Sated about Fuel","6"
"OthersFuel","0"
"Wood/FireWood","5404"
"Total","6135"
