"Population by Mother tongue","Number"
"Doteli",""
"Female","9"
"Male","11"
"","20"
"Gurung",""
"Female","6"
"Male","7"
"","13"
"Hindi",""
"Female","14"
"Male","19"
"","33"
"Magar",""
"Female","12"
"Male","9"
"","21"
"Maithili",""
"Female","11"
"Male","10"
"","21"
"Nepali",""
"Female","6717"
"Male","5669"
"","12386"
"Newar",""
"Female","21"
"Male","24"
"","45"
"Others",""
"Female","7"
"Male","3"
"","10"
"Sign Language",""
"Female","5"
"Male","7"
"","12"
"Sonaha",""
"Female","134"
"Male","140"
"","274"
"Tharu",""
"Female","11501"
"Male","10535"
"","22036"
