"Population by Religion","Number"
"Bahai","3"
"Bon","0"
"Buddism","2"
"Christianity","504"
"Hindu","34318"
"Islam","42"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","16"
"Total","34885"
