"Population by Single Year of Age","Number"
"0",""
"Female","206"
"Male","227"
"1",""
"Female","196"
"Male","232"
"10",""
"Female","366"
"Male","336"
"11",""
"Female","348"
"Male","310"
"12",""
"Female","400"
"Male","367"
"13",""
"Female","395"
"Male","411"
"14",""
"Female","454"
"Male","386"
"15",""
"Female","442"
"Male","394"
"16",""
"Female","446"
"Male","364"
"17",""
"Female","369"
"Male","321"
"18",""
"Female","363"
"Male","316"
"19",""
"Female","286"
"Male","166"
"2",""
"Female","221"
"Male","244"
"20",""
"Female","298"
"Male","178"
"21",""
"Female","289"
"Male","133"
"22",""
"Female","318"
"Male","117"
"23",""
"Female","239"
"Male","91"
"24",""
"Female","219"
"Male","103"
"25",""
"Female","295"
"Male","130"
"26",""
"Female","239"
"Male","83"
"27",""
"Female","215"
"Male","103"
"28",""
"Female","195"
"Male","112"
"29",""
"Female","147"
"Male","79"
"3",""
"Female","210"
"Male","206"
"30",""
"Female","296"
"Male","124"
"31",""
"Female","87"
"Male","61"
"32",""
"Female","177"
"Male","83"
"33",""
"Female","153"
"Male","80"
"34",""
"Female","149"
"Male","73"
"35",""
"Female","306"
"Male","141"
"36",""
"Female","187"
"Male","96"
"37",""
"Female","102"
"Male","78"
"38",""
"Female","148"
"Male","100"
"39",""
"Female","115"
"Male","77"
"4",""
"Female","212"
"Male","233"
"40",""
"Female","382"
"Male","163"
"41",""
"Female","116"
"Male","83"
"42",""
"Female","200"
"Male","141"
"43",""
"Female","116"
"Male","64"
"44",""
"Female","117"
"Male","96"
"45",""
"Female","315"
"Male","151"
"46",""
"Female","136"
"Male","135"
"47",""
"Female","111"
"Male","80"
"48",""
"Female","188"
"Male","146"
"49",""
"Female","107"
"Male","99"
"5",""
"Female","232"
"Male","244"
"50",""
"Female","325"
"Male","206"
"51",""
"Female","102"
"Male","92"
"52",""
"Female","147"
"Male","129"
"53",""
"Female","89"
"Male","89"
"54",""
"Female","84"
"Male","84"
"55",""
"Female","217"
"Male","186"
"56",""
"Female","103"
"Male","97"
"57",""
"Female","97"
"Male","114"
"58",""
"Female","136"
"Male","109"
"59",""
"Female","99"
"Male","97"
"6",""
"Female","219"
"Male","211"
"60",""
"Female","233"
"Male","209"
"61",""
"Female","86"
"Male","78"
"62",""
"Female","95"
"Male","102"
"63",""
"Female","88"
"Male","68"
"64",""
"Female","79"
"Male","90"
"65",""
"Female","145"
"Male","157"
"66",""
"Female","73"
"Male","76"
"67",""
"Female","85"
"Male","91"
"68",""
"Female","74"
"Male","97"
"69",""
"Female","48"
"Male","64"
"7",""
"Female","264"
"Male","260"
"70",""
"Female","127"
"Male","119"
"71",""
"Female","54"
"Male","52"
"72",""
"Female","61"
"Male","70"
"73",""
"Female","43"
"Male","57"
"74",""
"Female","37"
"Male","35"
"75",""
"Female","95"
"Male","73"
"76",""
"Female","43"
"Male","40"
"77",""
"Female","56"
"Male","56"
"78",""
"Female","56"
"Male","71"
"79",""
"Female","26"
"Male","38"
"8",""
"Female","281"
"Male","269"
"80",""
"Female","69"
"Male","57"
"81",""
"Female","35"
"Male","21"
"82",""
"Female","29"
"Male","19"
"83",""
"Female","21"
"Male","25"
"84",""
"Female","25"
"Male","29"
"85",""
"Female","140"
"Male","117"
"9",""
"Female","296"
"Male","254"
