"Population by Single Year of Age","Number"
"0",""
"Female","232"
"Male","264"
"1",""
"Female","238"
"Male","236"
"10",""
"Female","386"
"Male","404"
"11",""
"Female","323"
"Male","301"
"12",""
"Female","358"
"Male","400"
"13",""
"Female","308"
"Male","338"
"14",""
"Female","349"
"Male","332"
"15",""
"Female","329"
"Male","292"
"16",""
"Female","339"
"Male","275"
"17",""
"Female","260"
"Male","244"
"18",""
"Female","307"
"Male","259"
"19",""
"Female","230"
"Male","141"
"2",""
"Female","280"
"Male","271"
"20",""
"Female","291"
"Male","197"
"21",""
"Female","249"
"Male","193"
"22",""
"Female","259"
"Male","190"
"23",""
"Female","193"
"Male","128"
"24",""
"Female","259"
"Male","281"
"25",""
"Female","278"
"Male","238"
"26",""
"Female","221"
"Male","183"
"27",""
"Female","187"
"Male","161"
"28",""
"Female","201"
"Male","176"
"29",""
"Female","135"
"Male","116"
"3",""
"Female","291"
"Male","339"
"30",""
"Female","246"
"Male","201"
"31",""
"Female","122"
"Male","112"
"32",""
"Female","155"
"Male","135"
"33",""
"Female","119"
"Male","110"
"34",""
"Female","118"
"Male","100"
"35",""
"Female","221"
"Male","176"
"36",""
"Female","143"
"Male","111"
"37",""
"Female","102"
"Male","77"
"38",""
"Female","151"
"Male","112"
"39",""
"Female","91"
"Male","68"
"4",""
"Female","326"
"Male","336"
"40",""
"Female","259"
"Male","167"
"41",""
"Female","91"
"Male","69"
"42",""
"Female","119"
"Male","112"
"43",""
"Female","79"
"Male","74"
"44",""
"Female","80"
"Male","71"
"45",""
"Female","174"
"Male","148"
"46",""
"Female","90"
"Male","89"
"47",""
"Female","73"
"Male","61"
"48",""
"Female","96"
"Male","92"
"49",""
"Female","61"
"Male","66"
"5",""
"Female","343"
"Male","345"
"50",""
"Female","134"
"Male","147"
"51",""
"Female","66"
"Male","71"
"52",""
"Female","85"
"Male","86"
"53",""
"Female","59"
"Male","49"
"54",""
"Female","60"
"Male","62"
"55",""
"Female","90"
"Male","82"
"56",""
"Female","58"
"Male","73"
"57",""
"Female","66"
"Male","65"
"58",""
"Female","57"
"Male","84"
"59",""
"Female","50"
"Male","54"
"6",""
"Female","304"
"Male","356"
"60",""
"Female","128"
"Male","100"
"61",""
"Female","51"
"Male","57"
"62",""
"Female","44"
"Male","51"
"63",""
"Female","32"
"Male","30"
"64",""
"Female","29"
"Male","27"
"65",""
"Female","53"
"Male","66"
"66",""
"Female","40"
"Male","32"
"67",""
"Female","27"
"Male","38"
"68",""
"Female","36"
"Male","48"
"69",""
"Female","14"
"Male","22"
"7",""
"Female","330"
"Male","330"
"70",""
"Female","54"
"Male","48"
"71",""
"Female","13"
"Male","15"
"72",""
"Female","19"
"Male","31"
"73",""
"Female","22"
"Male","17"
"74",""
"Female","8"
"Male","9"
"75",""
"Female","17"
"Male","22"
"76",""
"Female","4"
"Male","12"
"77",""
"Female","5"
"Male","10"
"78",""
"Female","12"
"Male","12"
"79",""
"Female","6"
"Male","3"
"8",""
"Female","400"
"Male","358"
"80",""
"Female","12"
"Male","9"
"81",""
"Female","1"
"Male","3"
"82",""
"Female","3"
"Male","5"
"83",""
"Female","6"
"Male","1"
"84",""
"Female","4"
"Male","3"
"85",""
"Female","9"
"Male","12"
"9",""
"Female","322"
"Male","327"
