"Population by Single Year of Age","Number"
"0",""
"Female","409"
"Male","438"
"1",""
"Female","341"
"Male","373"
"10",""
"Female","1076"
"Male","1142"
"11",""
"Female","428"
"Male","423"
"12",""
"Female","781"
"Male","923"
"13",""
"Female","475"
"Male","508"
"14",""
"Female","542"
"Male","601"
"15",""
"Female","547"
"Male","665"
"16",""
"Female","477"
"Male","619"
"17",""
"Female","301"
"Male","350"
"18",""
"Female","528"
"Male","610"
"19",""
"Female","255"
"Male","213"
"2",""
"Female","524"
"Male","620"
"20",""
"Female","788"
"Male","602"
"21",""
"Female","204"
"Male","165"
"22",""
"Female","467"
"Male","442"
"23",""
"Female","210"
"Male","221"
"24",""
"Female","318"
"Male","215"
"25",""
"Female","969"
"Male","621"
"26",""
"Female","272"
"Male","224"
"27",""
"Female","204"
"Male","203"
"28",""
"Female","543"
"Male","405"
"29",""
"Female","82"
"Male","94"
"3",""
"Female","598"
"Male","583"
"30",""
"Female","1210"
"Male","745"
"31",""
"Female","68"
"Male","72"
"32",""
"Female","417"
"Male","304"
"33",""
"Female","137"
"Male","91"
"34",""
"Female","151"
"Male","88"
"35",""
"Female","1112"
"Male","978"
"36",""
"Female","156"
"Male","183"
"37",""
"Female","100"
"Male","105"
"38",""
"Female","362"
"Male","280"
"39",""
"Female","62"
"Male","68"
"4",""
"Female","583"
"Male","563"
"40",""
"Female","993"
"Male","869"
"41",""
"Female","34"
"Male","48"
"42",""
"Female","171"
"Male","210"
"43",""
"Female","102"
"Male","62"
"44",""
"Female","57"
"Male","59"
"45",""
"Female","715"
"Male","762"
"46",""
"Female","62"
"Male","74"
"47",""
"Female","47"
"Male","63"
"48",""
"Female","201"
"Male","177"
"49",""
"Female","31"
"Male","25"
"5",""
"Female","717"
"Male","753"
"50",""
"Female","662"
"Male","680"
"51",""
"Female","30"
"Male","44"
"52",""
"Female","114"
"Male","109"
"53",""
"Female","52"
"Male","39"
"54",""
"Female","40"
"Male","35"
"55",""
"Female","513"
"Male","606"
"56",""
"Female","60"
"Male","59"
"57",""
"Female","36"
"Male","45"
"58",""
"Female","133"
"Male","118"
"59",""
"Female","38"
"Male","42"
"6",""
"Female","583"
"Male","641"
"60",""
"Female","531"
"Male","569"
"61",""
"Female","42"
"Male","51"
"62",""
"Female","95"
"Male","84"
"63",""
"Female","30"
"Male","31"
"64",""
"Female","27"
"Male","20"
"65",""
"Female","397"
"Male","418"
"66",""
"Female","22"
"Male","37"
"67",""
"Female","23"
"Male","23"
"68",""
"Female","46"
"Male","69"
"69",""
"Female","9"
"Male","18"
"7",""
"Female","608"
"Male","640"
"70",""
"Female","287"
"Male","282"
"71",""
"Female","19"
"Male","28"
"72",""
"Female","46"
"Male","41"
"73",""
"Female","8"
"Male","13"
"74",""
"Female","4"
"Male","10"
"75",""
"Female","127"
"Male","139"
"76",""
"Female","9"
"Male","6"
"77",""
"Female","4"
"Male","14"
"78",""
"Female","13"
"Male","14"
"79",""
"Female","4"
"Male","3"
"8",""
"Female","861"
"Male","872"
"80",""
"Female","53"
"Male","61"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","1"
"Male","8"
"83",""
"Female","1"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","51"
"Male","61"
"9",""
"Female","472"
"Male","475"
