"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","24"
"Male","23"
"Hindi",""
"Female","55"
"Male","51"
"Magar",""
"Female","280"
"Male","249"
"Maithili",""
"Female","22317"
"Male","21603"
"Nepali",""
"Female","1364"
"Male","1289"
"Newar",""
"Female","127"
"Male","127"
"Not Reported",""
"Female","87"
"Male","88"
"Others",""
"Female","18"
"Male","13"
"Rai",""
"Female","26"
"Male","19"
"Rajsthani",""
"Female","5"
"Male","11"
"Sign Language",""
"Female","12"
"Male","14"
"Sunuwar",""
"Female","7"
"Male","6"
"Tamang",""
"Female","82"
"Male","86"
"Thami",""
"Female","6"
"Male","7"
"Tharu",""
"Female","24"
"Male","20"
"Urdu",""
"Female","430"
"Male","441"
