"Population by Five Years Age Group","Number"
"0-4",""
"Female","2455"
"Male","2577"
"10-14",""
"Female","3302"
"Male","3597"
"15-19",""
"Female","2108"
"Male","2457"
"20-24",""
"Female","1987"
"Male","1645"
"25-29",""
"Female","2070"
"Male","1547"
"30-34",""
"Female","1983"
"Male","1300"
"35-39",""
"Female","1792"
"Male","1614"
"40-44",""
"Female","1357"
"Male","1248"
"45-49",""
"Female","1056"
"Male","1101"
"50-54",""
"Female","898"
"Male","907"
"55-59",""
"Female","780"
"Male","870"
"5-9",""
"Female","3241"
"Male","3381"
"60-64",""
"Female","725"
"Male","755"
"65-69",""
"Female","497"
"Male","565"
"70-74",""
"Female","364"
"Male","374"
"75+",""
"Female","265"
"Male","313"
