"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","250"
"Cow Dung","4"
"Electricity Fuel","50"
"KeroseneFuel","14"
"LP Gas","1899"
"Not Sated about Fuel","14"
"OthersFuel","6"
"Wood/FireWood","2674"
"Total","4911"
