"Population by Mother tongue","Number"
"Bangla",""
"Female","6"
"Male","19"
"","25"
"Bhojpuri",""
"Female","55"
"Male","111"
"","166"
"Bhujel",""
"Female","150"
"Male","135"
"","285"
"Gurung",""
"Female","1800"
"Male","1344"
"","3144"
"Hindi",""
"Female","11"
"Male","24"
"","35"
"Magar",""
"Female","1472"
"Male","1294"
"","2766"
"Maithili",""
"Female","17"
"Male","53"
"","70"
"Nepali",""
"Female","7416"
"Male","6234"
"","13650"
"Newar",""
"Female","198"
"Male","154"
"","352"
"Not Reported",""
"Female","40"
"Male","42"
"","82"
"Others",""
"Female","12"
"Male","13"
"","25"
"Rai",""
"Female","13"
"Male","12"
"","25"
"Sign Language",""
"Female","8"
"Male","4"
"","12"
"Tamang",""
"Female","40"
"Male","40"
"","80"
"Thakali",""
"Female","7"
"Male","6"
"","13"
"Urdu",""
"Female","19"
"Male","19"
"","38"
