"Population by Single Year of Age","Number"
"0",""
"Female","502"
"Male","548"
"1",""
"Female","492"
"Male","543"
"10",""
"Female","1000"
"Male","1039"
"11",""
"Female","943"
"Male","916"
"12",""
"Female","1025"
"Male","1047"
"13",""
"Female","935"
"Male","975"
"14",""
"Female","950"
"Male","898"
"15",""
"Female","972"
"Male","939"
"16",""
"Female","892"
"Male","873"
"17",""
"Female","837"
"Male","741"
"18",""
"Female","974"
"Male","812"
"19",""
"Female","758"
"Male","528"
"2",""
"Female","524"
"Male","577"
"20",""
"Female","818"
"Male","605"
"21",""
"Female","721"
"Male","488"
"22",""
"Female","881"
"Male","511"
"23",""
"Female","726"
"Male","416"
"24",""
"Female","777"
"Male","372"
"25",""
"Female","949"
"Male","484"
"26",""
"Female","701"
"Male","353"
"27",""
"Female","663"
"Male","364"
"28",""
"Female","779"
"Male","421"
"29",""
"Female","452"
"Male","285"
"3",""
"Female","599"
"Male","575"
"30",""
"Female","1099"
"Male","546"
"31",""
"Female","413"
"Male","242"
"32",""
"Female","661"
"Male","382"
"33",""
"Female","443"
"Male","280"
"34",""
"Female","455"
"Male","256"
"35",""
"Female","1001"
"Male","526"
"36",""
"Female","447"
"Male","298"
"37",""
"Female","409"
"Male","233"
"38",""
"Female","518"
"Male","326"
"39",""
"Female","300"
"Male","185"
"4",""
"Female","677"
"Male","688"
"40",""
"Female","941"
"Male","602"
"41",""
"Female","297"
"Male","210"
"42",""
"Female","401"
"Male","285"
"43",""
"Female","278"
"Male","244"
"44",""
"Female","224"
"Male","194"
"45",""
"Female","610"
"Male","444"
"46",""
"Female","247"
"Male","189"
"47",""
"Female","244"
"Male","192"
"48",""
"Female","345"
"Male","293"
"49",""
"Female","216"
"Male","188"
"5",""
"Female","723"
"Male","774"
"50",""
"Female","666"
"Male","496"
"51",""
"Female","216"
"Male","198"
"52",""
"Female","274"
"Male","290"
"53",""
"Female","223"
"Male","198"
"54",""
"Female","181"
"Male","165"
"55",""
"Female","392"
"Male","331"
"56",""
"Female","248"
"Male","244"
"57",""
"Female","181"
"Male","198"
"58",""
"Female","207"
"Male","222"
"59",""
"Female","143"
"Male","134"
"6",""
"Female","769"
"Male","781"
"60",""
"Female","550"
"Male","369"
"61",""
"Female","158"
"Male","157"
"62",""
"Female","210"
"Male","186"
"63",""
"Female","128"
"Male","148"
"64",""
"Female","113"
"Male","118"
"65",""
"Female","337"
"Male","222"
"66",""
"Female","115"
"Male","110"
"67",""
"Female","141"
"Male","134"
"68",""
"Female","183"
"Male","184"
"69",""
"Female","82"
"Male","68"
"7",""
"Female","808"
"Male","909"
"70",""
"Female","315"
"Male","254"
"71",""
"Female","67"
"Male","69"
"72",""
"Female","111"
"Male","117"
"73",""
"Female","66"
"Male","86"
"74",""
"Female","46"
"Male","62"
"75",""
"Female","172"
"Male","143"
"76",""
"Female","63"
"Male","75"
"77",""
"Female","65"
"Male","56"
"78",""
"Female","85"
"Male","96"
"79",""
"Female","36"
"Male","35"
"8",""
"Female","808"
"Male","943"
"80",""
"Female","97"
"Male","77"
"81",""
"Female","26"
"Male","28"
"82",""
"Female","32"
"Male","26"
"83",""
"Female","34"
"Male","36"
"84",""
"Female","40"
"Male","29"
"85",""
"Female","161"
"Male","141"
"9",""
"Female","794"
"Male","867"
