"Population by Five Years Age Group","Number"
"0-4",""
"Female","2794"
"Male","2931"
"10-14",""
"Female","4853"
"Male","4875"
"15-19",""
"Female","4433"
"Male","3893"
"20-24",""
"Female","3923"
"Male","2392"
"25-29",""
"Female","3544"
"Male","1907"
"30-34",""
"Female","3071"
"Male","1706"
"35-39",""
"Female","2675"
"Male","1568"
"40-44",""
"Female","2141"
"Male","1535"
"45-49",""
"Female","1662"
"Male","1306"
"50-54",""
"Female","1560"
"Male","1347"
"55-59",""
"Female","1171"
"Male","1129"
"5-9",""
"Female","3902"
"Male","4274"
"60-64",""
"Female","1159"
"Male","978"
"65-69",""
"Female","858"
"Male","718"
"70-74",""
"Female","605"
"Male","588"
"75+",""
"Female","811"
"Male","742"
