"Population by Mother tongue","Number"
"Avadhi",""
"Female","1714"
"Male","1846"
"","3560"
"Bhojpuri",""
"Female","22"
"Male","38"
"","60"
"Doteli",""
"Female","10"
"Male","15"
"","25"
"English",""
"Female","6"
"Male","7"
"","13"
"Gurung",""
"Female","48"
"Male","45"
"","93"
"Hindi",""
"Female","178"
"Male","217"
"","395"
"Kham",""
"Female","8"
"Male","6"
"","14"
"Magar",""
"Female","386"
"Male","331"
"","717"
"Maithili",""
"Female","262"
"Male","295"
"","557"
"Nepali",""
"Female","24365"
"Male","21781"
"","46146"
"Newar",""
"Female","129"
"Male","131"
"","260"
"Others",""
"Female","18"
"Male","26"
"","44"
"Tamang",""
"Female","22"
"Male","22"
"","44"
"Tharu",""
"Female","8491"
"Male","8472"
"","16963"
"Urdu",""
"Female","876"
"Male","880"
"","1756"
