"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","10"
"Male","6"
"","16"
"Hindi",""
"Female","21"
"Male","21"
"","42"
"Limbu",""
"Female","10"
"Male","8"
"","18"
"Maithili",""
"Female","13724"
"Male","13777"
"","27501"
"Nepali",""
"Female","211"
"Male","198"
"","409"
"Not Reported",""
"Female","28"
"Male","32"
"","60"
"Others",""
"Female","13"
"Male","11"
"","24"
"Sunuwar",""
"Female","10"
"Male","8"
"","18"
"Tamang",""
"Female","8"
"Male","5"
"","13"
"Urdu",""
"Female","156"
"Male","133"
"","289"
