"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","91"
"Cow Dung","4048"
"Electricity Fuel","0"
"KeroseneFuel","103"
"LP Gas","38"
"Not Sated about Fuel","209"
"OthersFuel","5"
"Wood/FireWood","945"
"Total","5439"
