"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","48"
"Christianity","93"
"Hindu","33772"
"Islam","175"
"Jainism","0"
"Kirat","2"
"Prakriti","1"
"Sikhism","0"
"Undefined","37"
"Total","34128"
