"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","8"
"Male","5"
"","13"
"Doteli",""
"Female","11"
"Male","12"
"","23"
"Hindi",""
"Female","24"
"Male","30"
"","54"
"Limbu",""
"Female","17"
"Male","11"
"","28"
"Maithili",""
"Female","21629"
"Male","21450"
"","43079"
"Nepali",""
"Female","233"
"Male","222"
"","455"
"Newar",""
"Female","85"
"Male","69"
"","154"
"Not Reported",""
"Female","144"
"Male","137"
"","281"
"Others",""
"Female","15"
"Male","9"
"","24"
"Rai",""
"Female","33"
"Male","37"
"","70"
"Rajsthani",""
"Female","48"
"Male","62"
"","110"
"Sunuwar",""
"Female","100"
"Male","121"
"","221"
"Tamang",""
"Female","8"
"Male","8"
"","16"
"Urdu",""
"Female","654"
"Male","552"
"","1206"
