"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","17"
"Cow Dung","5629"
"Electricity Fuel","1"
"KeroseneFuel","178"
"LP Gas","155"
"Not Sated about Fuel","105"
"OthersFuel","12"
"Wood/FireWood","2055"
"Total","8152"
