"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","1"
"Male","13"
"","14"
"Hindi",""
"Female","2"
"Male","15"
"","17"
"Magar",""
"Female","57"
"Male","61"
"","118"
"Maithili",""
"Female","27"
"Male","56"
"","83"
"Majhi",""
"Female","115"
"Male","102"
"","217"
"Nepali",""
"Female","16472"
"Male","13640"
"","30112"
"Newar",""
"Female","2826"
"Male","2496"
"","5322"
"Not Reported",""
"Female","21"
"Male","18"
"","39"
"Others",""
"Female","22"
"Male","25"
"","47"
"Sherpa",""
"Female","27"
"Male","21"
"","48"
"Tamang",""
"Female","5655"
"Male","4825"
"","10480"
