"Population by Five Years Age Group","Number"
"0-4",""
"Female","784"
"Male","805"
"10-14",""
"Female","615"
"Male","614"
"15-19",""
"Female","396"
"Male","462"
"20-24",""
"Female","442"
"Male","327"
"25-29",""
"Female","321"
"Male","348"
"30-34",""
"Female","298"
"Male","250"
"35-39",""
"Female","259"
"Male","276"
"40-44",""
"Female","234"
"Male","231"
"45-49",""
"Female","194"
"Male","238"
"50-54",""
"Female","172"
"Male","183"
"55-59",""
"Female","140"
"Male","186"
"5-9",""
"Female","684"
"Male","695"
"60-64",""
"Female","195"
"Male","182"
"65-69",""
"Female","94"
"Male","87"
"70-74",""
"Female","36"
"Male","53"
"75+",""
"Female","27"
"Male","40"
