"Population by Five Years Age Group","Number"
"0-4",""
"Female","1719"
"Male","1806"
"10-14",""
"Female","1752"
"Male","1697"
"15-19",""
"Female","1376"
"Male","960"
"20-24",""
"Female","1111"
"Male","472"
"25-29",""
"Female","871"
"Male","343"
"30-34",""
"Female","794"
"Male","345"
"35-39",""
"Female","656"
"Male","377"
"40-44",""
"Female","596"
"Male","434"
"45-49",""
"Female","501"
"Male","392"
"50-54",""
"Female","480"
"Male","453"
"55-59",""
"Female","402"
"Male","381"
"5-9",""
"Female","1816"
"Male","1806"
"60-64",""
"Female","392"
"Male","366"
"65-69",""
"Female","265"
"Male","284"
"70-74",""
"Female","178"
"Male","180"
"75+",""
"Female","218"
"Male","208"
