"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","326"
"Electricity","0"
"Kerosene","4"
"LP Gas","4"
"Not stated","3"
"Others","1"
"Wood/Firewood","66"
"Total","404"
