"Population by Mother tongue","Number"
"Bangla",""
"Female","37"
"Male","57"
"","94"
"Bhojpuri",""
"Female","26"
"Male","30"
"","56"
"Danuwar",""
"Female","148"
"Male","149"
"","297"
"Doteli",""
"Female","90"
"Male","92"
"","182"
"Gurung",""
"Female","10"
"Male","6"
"","16"
"Hindi",""
"Female","91"
"Male","77"
"","168"
"Limbu",""
"Female","36"
"Male","35"
"","71"
"Magahi",""
"Female","32"
"Male","23"
"","55"
"Magar",""
"Female","350"
"Male","292"
"","642"
"Maithili",""
"Female","32001"
"Male","32193"
"","64194"
"Nepali",""
"Female","2748"
"Male","2669"
"","5417"
"Newar",""
"Female","62"
"Male","50"
"","112"
"Not Reported",""
"Female","195"
"Male","198"
"","393"
"Others",""
"Female","34"
"Male","18"
"","52"
"Rai",""
"Female","36"
"Male","35"
"","71"
"Rajsthani",""
"Female","137"
"Male","148"
"","285"
"Sunuwar",""
"Female","352"
"Male","319"
"","671"
"Tamang",""
"Female","218"
"Male","205"
"","423"
"Tharu",""
"Female","7069"
"Male","6504"
"","13573"
"Urdu",""
"Female","2579"
"Male","2415"
"","4994"
