"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","46"
"Cow Dung","6435"
"Electricity Fuel","4"
"KeroseneFuel","174"
"LP Gas","1878"
"Not Sated about Fuel","132"
"OthersFuel","15"
"Wood/FireWood","8498"
"Total","17182"
