"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","16"
"Cow Dung","12"
"Electricity","0"
"Kerosene","4"
"LP Gas","2"
"Not stated","42"
"Others","0"
"Wood/Firewood","4406"
"Total","4482"
