"Population by Five Years Age Group","Number"
"0-4",""
"Female","1678"
"Male","1678"
"10-14",""
"Female","1750"
"Male","1777"
"15-19",""
"Female","1404"
"Male","1230"
"20-24",""
"Female","1108"
"Male","870"
"25-29",""
"Female","815"
"Male","609"
"30-34",""
"Female","713"
"Male","493"
"35-39",""
"Female","658"
"Male","491"
"40-44",""
"Female","558"
"Male","352"
"45-49",""
"Female","462"
"Male","375"
"50-54",""
"Female","347"
"Male","312"
"55-59",""
"Female","282"
"Male","259"
"5-9",""
"Female","1831"
"Male","1817"
"60-64",""
"Female","402"
"Male","283"
"65-69",""
"Female","277"
"Male","189"
"70-74",""
"Female","237"
"Male","188"
"75+",""
"Female","170"
"Male","155"
