"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","12"
"Electricity Fuel","1"
"KeroseneFuel","21"
"LP Gas","0"
"Not Sated about Fuel","22"
"OthersFuel","0"
"Wood/FireWood","3395"
"Total","3460"
