"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","2"
"Christianity","101"
"Hindu","19863"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","19966"
