"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","108"
"Cow Dung","2"
"Electricity","3"
"Kerosene","43"
"LP Gas","881"
"Not stated","31"
"Others","3"
"Wood/Firewood","4529"
"Total","5600"
