"Population by Five Years Age Group","Number"
"0-4",""
"Female","670"
"Male","686"
"10-14",""
"Female","1829"
"Male","1709"
"15-19",""
"Female","1768"
"Male","1390"
"20-24",""
"Female","875"
"Male","720"
"25-29",""
"Female","710"
"Male","526"
"30-34",""
"Female","595"
"Male","437"
"35-39",""
"Female","707"
"Male","466"
"40-44",""
"Female","685"
"Male","551"
"45-49",""
"Female","619"
"Male","520"
"50-54",""
"Female","632"
"Male","602"
"55-59",""
"Female","383"
"Male","413"
"5-9",""
"Female","1238"
"Male","1207"
"60-64",""
"Female","401"
"Male","377"
"65-69",""
"Female","370"
"Male","367"
"70-74",""
"Female","277"
"Male","254"
"75+",""
"Female","370"
"Male","358"
