"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","3919"
"Electricity Fuel","4"
"KeroseneFuel","47"
"LP Gas","56"
"Not Sated about Fuel","138"
"OthersFuel","110"
"Wood/FireWood","1779"
"Total","6066"
