"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","109"
"Cow Dung","2"
"Electricity","23"
"Kerosene","45"
"LP Gas","810"
"Not stated","21"
"Others","19"
"Wood/Firewood","5140"
"Total","6169"
