"Population by Five Years Age Group","Number"
"0-4",""
"Female","1736"
"Male","1748"
"10-14",""
"Female","2267"
"Male","2248"
"15-19",""
"Female","1770"
"Male","1683"
"20-24",""
"Female","1414"
"Male","1188"
"25-29",""
"Female","1170"
"Male","1010"
"30-34",""
"Female","975"
"Male","902"
"35-39",""
"Female","866"
"Male","849"
"40-44",""
"Female","711"
"Male","707"
"45-49",""
"Female","629"
"Male","672"
"50-54",""
"Female","529"
"Male","639"
"55-59",""
"Female","414"
"Male","469"
"5-9",""
"Female","2089"
"Male","2149"
"60-64",""
"Female","417"
"Male","443"
"65-69",""
"Female","273"
"Male","378"
"70-74",""
"Female","231"
"Male","253"
"75+",""
"Female","324"
"Male","322"
