"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","1"
"Electricity Fuel","41"
"KeroseneFuel","17"
"LP Gas","81"
"Not Sated about Fuel","23"
"OthersFuel","3"
"Wood/FireWood","4191"
"Total","4359"
