"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","20"
"Male","71"
"","91"
"Bhujel",""
"Female","10"
"Male","12"
"","22"
"Chepang",""
"Female","4107"
"Male","4164"
"","8271"
"Doteli",""
"Female","7"
"Male","4"
"","11"
"Ghale",""
"Female","49"
"Male","45"
"","94"
"Gurung",""
"Female","176"
"Male","175"
"","351"
"Hindi",""
"Female","7"
"Male","46"
"","53"
"Magar",""
"Female","474"
"Male","466"
"","940"
"Maithili",""
"Female","19"
"Male","51"
"","70"
"Nepali",""
"Female","9325"
"Male","8945"
"","18270"
"Newar",""
"Female","87"
"Male","96"
"","183"
"Not Reported",""
"Female","13"
"Male","5"
"","18"
"Others",""
"Female","16"
"Male","17"
"","33"
"Rai",""
"Female","11"
"Male","10"
"","21"
"Tamang",""
"Female","1449"
"Male","1507"
"","2956"
"Tharu",""
"Female","8"
"Male","18"
"","26"
"Urdu",""
"Female","37"
"Male","28"
"","65"
