"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","109"
"Cow Dung","2"
"Electricity Fuel","23"
"KeroseneFuel","45"
"LP Gas","810"
"Not Sated about Fuel","21"
"OthersFuel","19"
"Wood/FireWood","5140"
"Total","6169"
