"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","0"
"LP Gas","0"
"Not Sated about Fuel","10"
"OthersFuel","0"
"Wood/FireWood","1985"
"Total","1996"
