"Population by Single Year of Age","Number"
"0",""
"Female","39066"
"Male","42322"
"1",""
"Female","35593"
"Male","39762"
"10",""
"Female","62862"
"Male","67628"
"11",""
"Female","56652"
"Male","58684"
"12",""
"Female","66513"
"Male","71953"
"13",""
"Female","65148"
"Male","65946"
"14",""
"Female","67741"
"Male","68382"
"15",""
"Female","66413"
"Male","67103"
"16",""
"Female","66528"
"Male","67189"
"17",""
"Female","62879"
"Male","63090"
"18",""
"Female","70764"
"Male","74137"
"19",""
"Female","52793"
"Male","51845"
"2",""
"Female","39334"
"Male","42406"
"20",""
"Female","68360"
"Male","65035"
"21",""
"Female","53385"
"Male","51083"
"22",""
"Female","68601"
"Male","62358"
"23",""
"Female","54630"
"Male","48388"
"24",""
"Female","58317"
"Male","52460"
"25",""
"Female","68639"
"Male","58783"
"26",""
"Female","53393"
"Male","46711"
"27",""
"Female","49578"
"Male","43770"
"28",""
"Female","59797"
"Male","54619"
"29",""
"Female","33061"
"Male","32536"
"3",""
"Female","39444"
"Male","41873"
"30",""
"Female","75499"
"Male","64266"
"31",""
"Female","28418"
"Male","28542"
"32",""
"Female","47479"
"Male","44567"
"33",""
"Female","32101"
"Male","30074"
"34",""
"Female","32388"
"Male","31261"
"35",""
"Female","67243"
"Male","60613"
"36",""
"Female","35961"
"Male","32755"
"37",""
"Female","27217"
"Male","26392"
"38",""
"Female","38251"
"Male","36780"
"39",""
"Female","22645"
"Male","22343"
"4",""
"Female","44265"
"Male","47715"
"40",""
"Female","65846"
"Male","62715"
"41",""
"Female","19916"
"Male","20835"
"42",""
"Female","32406"
"Male","34578"
"43",""
"Female","22032"
"Male","22179"
"44",""
"Female","20199"
"Male","20369"
"45",""
"Female","46440"
"Male","46222"
"46",""
"Female","21524"
"Male","21787"
"47",""
"Female","17397"
"Male","18826"
"48",""
"Female","26610"
"Male","27915"
"49",""
"Female","16353"
"Male","16816"
"5",""
"Female","49153"
"Male","52553"
"50",""
"Female","44578"
"Male","44400"
"51",""
"Female","14274"
"Male","16046"
"52",""
"Female","20747"
"Male","23334"
"53",""
"Female","14136"
"Male","15062"
"54",""
"Female","13420"
"Male","14111"
"55",""
"Female","26888"
"Male","27619"
"56",""
"Female","15145"
"Male","15783"
"57",""
"Female","12338"
"Male","13840"
"58",""
"Female","15211"
"Male","16709"
"59",""
"Female","10331"
"Male","10683"
"6",""
"Female","49041"
"Male","51685"
"60",""
"Female","32817"
"Male","29374"
"61",""
"Female","10227"
"Male","10892"
"62",""
"Female","12537"
"Male","12308"
"63",""
"Female","9060"
"Male","8965"
"64",""
"Female","8953"
"Male","8696"
"65",""
"Female","21391"
"Male","18320"
"66",""
"Female","8899"
"Male","8675"
"67",""
"Female","9759"
"Male","9577"
"68",""
"Female","11587"
"Male","12690"
"69",""
"Female","5329"
"Male","6034"
"7",""
"Female","53628"
"Male","55226"
"70",""
"Female","19381"
"Male","16106"
"71",""
"Female","5060"
"Male","5326"
"72",""
"Female","8710"
"Male","8315"
"73",""
"Female","5652"
"Male","5797"
"74",""
"Female","4672"
"Male","4684"
"75",""
"Female","11430"
"Male","9338"
"76",""
"Female","4912"
"Male","4862"
"77",""
"Female","5007"
"Male","4504"
"78",""
"Female","7133"
"Male","6784"
"79",""
"Female","2783"
"Male","2886"
"8",""
"Female","54145"
"Male","59563"
"80",""
"Female","7675"
"Male","5742"
"81",""
"Female","2166"
"Male","2239"
"82",""
"Female","2911"
"Male","2726"
"83",""
"Female","2298"
"Male","2261"
"84",""
"Female","2854"
"Male","2640"
"85",""
"Female","12717"
"Male","10326"
"9",""
"Female","53183"
"Male","55339"
