"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","25801"
"Cow Dung","983"
"Electricity","1433"
"Kerosene","22328"
"LP Gas","621041"
"Not stated","8383"
"Others","3526"
"Wood/Firewood","585649"
"Total","1269144"
