"Agricultural land use area","Hectare"
"Area under arable land","285423.33"
"Area under meadows and pasture","4095.74"
"Area under permanent crops","11064.93"
"Area under Temporary crops","278597.49"
"Area under temporary fallow","5457.59"
"Area under temporary meadows","1368.26"
"Other land","16610.09"
"Ponds","287.42"
"Woodland and forest","10815.90"
