"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","12"
"Male","27"
"","39"
"Chepang",""
"Female","158"
"Male","156"
"","314"
"Magar",""
"Female","84"
"Male","75"
"","159"
"Maithili",""
"Female","53"
"Male","84"
"","137"
"Nepali",""
"Female","4978"
"Male","4323"
"","9301"
"Newar",""
"Female","184"
"Male","189"
"","373"
"Not Reported",""
"Female","24"
"Male","27"
"","51"
"Others",""
"Female","8"
"Male","10"
"","18"
"Rai",""
"Female","7"
"Male","5"
"","12"
"Tamang",""
"Female","6646"
"Male","6275"
"","12921"
"Tharu",""
"Female","7"
"Male","12"
"","19"
