"Population by Mother tongue","Number"
"Ghale",""
"Female","46"
"Male","37"
"","83"
"Gurung",""
"Female","236"
"Male","211"
"","447"
"Hyolmo/Yholmo",""
"Female","37"
"Male","35"
"","72"
"Magar",""
"Female","38"
"Male","41"
"","79"
"Maithili",""
"Female","26"
"Male","88"
"","114"
"Nepali",""
"Female","5836"
"Male","5313"
"","11149"
"Newar",""
"Female","131"
"Male","161"
"","292"
"Not Reported",""
"Female","13"
"Male","14"
"","27"
"Others",""
"Female","71"
"Male","82"
"","153"
"Sherpa",""
"Female","130"
"Male","120"
"","250"
"Sign Language",""
"Female","4"
"Male","7"
"","11"
"Tamang",""
"Female","14711"
"Male","14035"
"","28746"
"Tibetan",""
"Female","356"
"Male","354"
"","710"
