"Population by Caste Ethinicity","Number"
"Badi",""
"Female","27"
"Male","26"
"","53"
"Brahman - Hill",""
"Female","3324"
"Male","3081"
"","6405"
"Brahman - Tarai",""
"Female","10"
"Male","7"
"","17"
"Chhetri",""
"Female","434"
"Male","404"
"","838"
"Damai/Dholi",""
"Female","229"
"Male","209"
"","438"
"Ghale",""
"Female","524"
"Male","484"
"","1008"
"Gharti/Bhujel",""
"Female","13"
"Male","11"
"","24"
"Gurung",""
"Female","701"
"Male","611"
"","1312"
"Hajam/Thakur",""
"Female","6"
"Male","8"
"","14"
"Hyolmo",""
"Female","52"
"Male","48"
"","100"
"Kami",""
"Female","419"
"Male","372"
"","791"
"Magar",""
"Female","267"
"Male","228"
"","495"
"Newar",""
"Female","490"
"Male","484"
"","974"
"Others",""
"Female","108"
"Male","175"
"","283"
"Rai",""
"Female","5"
"Male","6"
"","11"
"Sherpa",""
"Female","19"
"Male","24"
"","43"
"Tamang",""
"Female","15007"
"Male","14320"
"","29327"
