"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","30290"
"Christianity","1862"
"Hindu","10988"
"Islam","9"
"Jainism","0"
"Kirat","6"
"Prakriti","31"
"Sikhism","0"
"Undefined","113"
"Total","43300"
