"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","378"
"Cow Dung","425"
"Electricity","10"
"Kerosene","125"
"LP Gas","1455"
"Not stated","17"
"Others","30"
"Wood/Firewood","10624"
"Total","13064"
