"Population by Five Years Age Group","Number"
"0-4",""
"Female","3095"
"Male","3340"
"10-14",""
"Female","4647"
"Male","4826"
"15-19",""
"Female","3796"
"Male","3835"
"20-24",""
"Female","3212"
"Male","3112"
"25-29",""
"Female","2809"
"Male","2931"
"30-34",""
"Female","2394"
"Male","2318"
"35-39",""
"Female","2154"
"Male","2211"
"40-44",""
"Female","1702"
"Male","1860"
"45-49",""
"Female","1365"
"Male","1457"
"50-54",""
"Female","983"
"Male","1200"
"55-59",""
"Female","860"
"Male","918"
"5-9",""
"Female","4159"
"Male","4383"
"60-64",""
"Female","833"
"Male","846"
"65-69",""
"Female","583"
"Male","749"
"70-74",""
"Female","377"
"Male","476"
"75+",""
"Female","341"
"Male","392"
