"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","16"
"Cow Dung","4493"
"Electricity","2"
"Kerosene","97"
"LP Gas","73"
"Not stated","46"
"Others","10"
"Wood/Firewood","856"
"Total","5593"
