"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","17"
"Cow Dung","0"
"Electricity","5"
"Kerosene","17"
"LP Gas","292"
"Not stated","23"
"Others","3"
"Wood/Firewood","5581"
"Total","5938"
