"Population by Mother tongue","Number"
"Bahing",""
"Female","5"
"Male","7"
"Bantawa",""
"Female","1959"
"Male","1622"
"Bhojpuri",""
"Female","11"
"Male","9"
"Chamling",""
"Female","93"
"Male","85"
"Dumi",""
"Female","8"
"Male","5"
"Gurung",""
"Female","13"
"Male","11"
"Khaling",""
"Female","9"
"Male","16"
"Limbu",""
"Female","4757"
"Male","4030"
"Magar",""
"Female","714"
"Male","580"
"Maithili",""
"Female","51"
"Male","73"
"Nachhiring",""
"Female","10"
"Male","11"
"Nepali",""
"Female","2774"
"Male","2431"
"Newar",""
"Female","37"
"Male","38"
"Not Reported",""
"Female","32"
"Male","27"
"Others",""
"Female","55"
"Male","47"
"Rai",""
"Female","990"
"Male","831"
"Sampang",""
"Female","115"
"Male","108"
"Sunuwar",""
"Female","164"
"Male","137"
"Tamang",""
"Female","1479"
"Male","1192"
"Tharu",""
"Female","5"
"Male","9"
"Thulung",""
"Female","32"
"Male","33"
