"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","101"
"Cow Dung","0"
"Electricity","5"
"Kerosene","641"
"LP Gas","819"
"Not stated","85"
"Others","63"
"Wood/Firewood","22890"
"Total","24604"
