"Population by Mother tongue","Number"
"Baitadeli",""
"Female","10"
"Male","10"
"Byansi",""
"Female","180"
"Male","174"
"Chinese",""
"Female","3"
"Male","11"
"Darchuleli",""
"Female","220"
"Male","192"
"Doteli",""
"Female","67060"
"Male","60251"
"Hindi",""
"Female","46"
"Male","6"
"Khamchi (Raute)",""
"Female","6"
"Male","12"
"Lapcha",""
"Female","345"
"Male","290"
"Magar",""
"Female","38"
"Male","47"
"Maithili",""
"Female","9"
"Male","42"
"Nepali",""
"Female","1564"
"Male","1647"
"Not Reported",""
"Female","7"
"Male","9"
"Others",""
"Female","104"
"Male","136"
"Tamang",""
"Female","12"
"Male","15"
"Tharu",""
"Female","5"
"Male","10"
"Tibetan",""
"Female","6"
"Male","6"
"Urdu",""
"Female","5"
"Male","6"
