"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","63"
"Cow Dung","5"
"Electricity","2"
"Kerosene","128"
"LP Gas","849"
"Not stated","131"
"Others","6"
"Wood/Firewood","25287"
"Total","26471"
