"Population by Single Year of Age","Number"
"0",""
"Female","1232"
"Male","1250"
"1",""
"Female","1164"
"Male","1155"
"10",""
"Female","1877"
"Male","1825"
"11",""
"Female","1604"
"Male","1539"
"12",""
"Female","1824"
"Male","1941"
"13",""
"Female","1699"
"Male","1693"
"14",""
"Female","1818"
"Male","1678"
"15",""
"Female","1692"
"Male","1737"
"16",""
"Female","1713"
"Male","1664"
"17",""
"Female","1769"
"Male","1603"
"18",""
"Female","1736"
"Male","1652"
"19",""
"Female","1162"
"Male","1034"
"2",""
"Female","1212"
"Male","1244"
"20",""
"Female","1404"
"Male","1017"
"21",""
"Female","1170"
"Male","888"
"22",""
"Female","1360"
"Male","1001"
"23",""
"Female","1108"
"Male","737"
"24",""
"Female","1062"
"Male","783"
"25",""
"Female","1257"
"Male","818"
"26",""
"Female","989"
"Male","647"
"27",""
"Female","1005"
"Male","681"
"28",""
"Female","1011"
"Male","683"
"29",""
"Female","681"
"Male","526"
"3",""
"Female","1290"
"Male","1267"
"30",""
"Female","1238"
"Male","879"
"31",""
"Female","626"
"Male","480"
"32",""
"Female","758"
"Male","618"
"33",""
"Female","628"
"Male","476"
"34",""
"Female","676"
"Male","492"
"35",""
"Female","1069"
"Male","780"
"36",""
"Female","665"
"Male","497"
"37",""
"Female","671"
"Male","548"
"38",""
"Female","651"
"Male","533"
"39",""
"Female","591"
"Male","437"
"4",""
"Female","1521"
"Male","1559"
"40",""
"Female","1171"
"Male","947"
"41",""
"Female","570"
"Male","488"
"42",""
"Female","697"
"Male","634"
"43",""
"Female","597"
"Male","498"
"44",""
"Female","478"
"Male","460"
"45",""
"Female","806"
"Male","724"
"46",""
"Female","555"
"Male","489"
"47",""
"Female","564"
"Male","504"
"48",""
"Female","610"
"Male","555"
"49",""
"Female","497"
"Male","511"
"5",""
"Female","1595"
"Male","1573"
"50",""
"Female","799"
"Male","892"
"51",""
"Female","485"
"Male","517"
"52",""
"Female","581"
"Male","590"
"53",""
"Female","406"
"Male","397"
"54",""
"Female","377"
"Male","396"
"55",""
"Female","510"
"Male","538"
"56",""
"Female","383"
"Male","380"
"57",""
"Female","382"
"Male","377"
"58",""
"Female","362"
"Male","377"
"59",""
"Female","382"
"Male","355"
"6",""
"Female","1719"
"Male","1503"
"60",""
"Female","637"
"Male","587"
"61",""
"Female","343"
"Male","369"
"62",""
"Female","351"
"Male","317"
"63",""
"Female","303"
"Male","266"
"64",""
"Female","274"
"Male","279"
"65",""
"Female","336"
"Male","305"
"66",""
"Female","164"
"Male","194"
"67",""
"Female","290"
"Male","262"
"68",""
"Female","246"
"Male","234"
"69",""
"Female","186"
"Male","176"
"7",""
"Female","1748"
"Male","1696"
"70",""
"Female","321"
"Male","354"
"71",""
"Female","143"
"Male","171"
"72",""
"Female","205"
"Male","205"
"73",""
"Female","158"
"Male","203"
"74",""
"Female","133"
"Male","124"
"75",""
"Female","226"
"Male","201"
"76",""
"Female","99"
"Male","147"
"77",""
"Female","138"
"Male","144"
"78",""
"Female","161"
"Male","173"
"79",""
"Female","79"
"Male","87"
"8",""
"Female","1727"
"Male","1731"
"80",""
"Female","159"
"Male","130"
"81",""
"Female","51"
"Male","63"
"82",""
"Female","68"
"Male","97"
"83",""
"Female","61"
"Male","64"
"84",""
"Female","57"
"Male","71"
"85",""
"Female","258"
"Male","247"
"9",""
"Female","1528"
"Male","1588"
